Timestamp;Date ISO;Rx Power [dBm];Relative Coordinates [m];Target Coordinates [m];Distance Target - Anchor [m]
1679646727.270899054;2023-03-24 08:32:07;-52;-10.55, -6;0, 0;12.13682413
1679646727.919377147;2023-03-24 08:32:07;-57;-10.55, -6;0, 0;12.13682413
1679646727.939238535;2023-03-24 08:32:07;-56;-10.55, -6;0, 0;12.13682413
1679646728.024790813;2023-03-24 08:32:08;-53;-10.55, -6;0, 0;12.13682413
1679646728.043219572;2023-03-24 08:32:08;-52;-10.55, -6;0, 0;12.13682413
1679646728.182937924;2023-03-24 08:32:08;-54;-10.55, -6;0, 0;12.13682413
1679646728.271726091;2023-03-24 08:32:08;-60;-10.55, -6;0, 0;12.13682413
1679646729.549722479;2023-03-24 08:32:09;-54;-10.55, -6;0, 0;12.13682413
1679646729.569455183;2023-03-24 08:32:09;-53;-10.55, -6;0, 0;12.13682413
1679646729.640594942;2023-03-24 08:32:09;-53;-10.55, -6;0, 0;12.13682413
1679646729.662673812;2023-03-24 08:32:09;-53;-10.55, -6;0, 0;12.13682413
1679646730.341522201;2023-03-24 08:32:10;-53;-10.55, -6;0, 0;12.13682413
1679646730.385767349;2023-03-24 08:32:10;-52;-10.55, -6;0, 0;12.13682413
1679646730.405328015;2023-03-24 08:32:10;-54;-10.55, -6;0, 0;12.13682413
1679646731.091198219;2023-03-24 08:32:11;-55;-10.55, -6;0, 0;12.13682413
1679646731.111950237;2023-03-24 08:32:11;-52;-10.55, -6;0, 0;12.13682413
1679646732.063247440;2023-03-24 08:32:12;17;-10.55, -6;0, 0;12.13682413
1679646732.082628348;2023-03-24 08:32:12;17;-10.55, -6;0, 0;12.13682413
1679646733.083432625;2023-03-24 08:32:13;-59;-10.55, -6;0, 0;12.13682413
1679646733.102710940;2023-03-24 08:32:13;-59;-10.55, -6;0, 0;12.13682413
1679646736.351294141;2023-03-24 08:32:16;-54;-10.55, -6;0, 0;12.13682413
1679646736.370241567;2023-03-24 08:32:16;-53;-10.55, -6;0, 0;12.13682413
1679646736.463267512;2023-03-24 08:32:16;-52;-10.55, -6;0, 0;12.13682413
1679646736.482292123;2023-03-24 08:32:16;-54;-10.55, -6;0, 0;12.13682413
1679646737.269962641;2023-03-24 08:32:17;-54;-10.55, -6;0, 0;12.13682413
1679646737.289409215;2023-03-24 08:32:17;-52;-10.55, -6;0, 0;12.13682413
1679646737.368499622;2023-03-24 08:32:17;-51;-10.55, -6;0, 0;12.13682413
1679646738.049712233;2023-03-24 08:32:18;-53;-10.55, -6;0, 0;12.13682413
1679646738.071981103;2023-03-24 08:32:18;-53;-10.55, -6;0, 0;12.13682413
1679646738.212334344;2023-03-24 08:32:18;-53;-10.55, -6;0, 0;12.13682413
1679646738.880833529;2023-03-24 08:32:18;-53;-10.55, -6;0, 0;12.13682413
1679646738.971451714;2023-03-24 08:32:18;-54;-10.55, -6;0, 0;12.13682413
1679646739.384587936;2023-03-24 08:32:19;-53;-10.55, -6;0, 0;12.13682413
1679646739.403108362;2023-03-24 08:32:19;-52;-10.55, -6;0, 0;12.13682413
1679646739.468667529;2023-03-24 08:32:19;-59;-10.55, -6;0, 0;12.13682413
1679646740.435045287;2023-03-24 08:32:20;-54;-10.55, -6;0, 0;12.13682413
1679646740.455821361;2023-03-24 08:32:20;-58;-10.55, -6;0, 0;12.13682413
1679646740.681110250;2023-03-24 08:32:20;-53;-10.55, -6;0, 0;12.13682413
1679646741.300820287;2023-03-24 08:32:21;-55;-10.55, -6;0, 0;12.13682413
1679646741.572431638;2023-03-24 08:32:21;-62;-10.55, -6;0, 0;12.13682413
1679646741.708332361;2023-03-24 08:32:21;-57;-10.55, -6;0, 0;12.13682413
1679646742.633380804;2023-03-24 08:32:22;-66;-10.55, -6;0, 0;12.13682413
1679646742.652679267;2023-03-24 08:32:22;-65;-10.55, -6;0, 0;12.13682413
1679646745.583425784;2023-03-24 08:32:25;-54;-10.55, -6;0, 0;12.13682413
1679646745.604633154;2023-03-24 08:32:25;-54;-10.55, -6;0, 0;12.13682413
1679646746.518100284;2023-03-24 08:32:26;-54;-10.55, -6;0, 0;12.13682413
1679646746.607093321;2023-03-24 08:32:26;-54;-10.55, -6;0, 0;12.13682413
1679646746.626945913;2023-03-24 08:32:26;-54;-10.55, -6;0, 0;12.13682413
